,tweet_id,lat,lon,content,location,user,raw_source,data_point,time
837412173248925696,837412173248925696,,,"RT @red3blog: ""Transylvania""? This is what happens when you try to provide original commentary on a meme your intern found on 4chan. https:…","Hazel Park, MI",14659060,"{'created_at': 'Thu Mar 02 21:19:55 +0000 2017', 'id': 837412173248925696, 'id_str': '837412173248925696', 'text': 'RT @red3blog: ""Transylvania""? This is what happens when you try to provide original commentary on a meme your intern found on 4chan. https:…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'red3blog', 'name': '@red3blog', 'id': 170547167, 'id_str': '170547167', 'indices': [3, 12]}], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 14659060, 'id_str': '14659060', 'name': '╮ (. ❛ ᴗ ❛.) ╭', 'screen_name': 'nevernotdoing', 'location': 'Hazel Park, MI', 'description': '*Non-threatening \n*Friendly \n*Edible', 'url': 'https://t.co/uuE45fzlVU', 'entities': {'url': {'urls': [{'url': 'https://t.co/uuE45fzlVU', 'expanded_url': 'http://www.frythepickle.com/', 'display_url': 'frythepickle.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 974, 'friends_count': 1496, 'listed_count': 54, 'created_at': 'Mon May 05 12:58:38 +0000 2008', 'favourites_count': 12149, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': False, 'statuses_count': 79641, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/640319603969781760/XsLheq19_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/640319603969781760/XsLheq19_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/14659060/1435586322', 'profile_link_color': '2FC2EF', 'profile_sidebar_border_color': '181A1E', 'profile_sidebar_fill_color': '252429', 'profile_text_color': '666666', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Thu Mar 02 21:18:21 +0000 2017', 'id': 837411782297780225, 'id_str': '837411782297780225', 'text': '""Transylvania""? This is what happens when you try to provide original commentary on a meme your intern found on 4ch… https://t.co/346f7VPxJW', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/346f7VPxJW', 'expanded_url': 'https://twitter.com/i/web/status/837411782297780225', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [117, 140]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 170547167, 'id_str': '170547167', 'name': '@red3blog', 'screen_name': 'red3blog', 'location': 'Boston, MA', 'description': 'Dangerous Fat Activist. Humorless feminist. Pedantic liberal. Artisanal blocker. Not all blocks are personal. Thank you, @BarackObama.', 'url': 'https://t.co/L4R4VuSKhU', 'entities': {'url': {'urls': [{'url': 'https://t.co/L4R4VuSKhU', 'expanded_url': 'http://red3blog.tumblr.com', 'display_url': 'red3blog.tumblr.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 6599, 'friends_count': 224, 'listed_count': 205, 'created_at': 'Sun Jul 25 03:49:51 +0000 2010', 'favourites_count': 9301, 'utc_offset': -14400, 'time_zone': 'Atlantic Time (Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 64914, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/833042863541854209/zJ8C-rqH_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/833042863541854209/zJ8C-rqH_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/170547167/1353993252', 'profile_link_color': 'B30000', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 837336206497153024, 'quoted_status_id_str': '837336206497153024', 'quoted_status': {'created_at': 'Thu Mar 02 16:18:03 +0000 2017', 'id': 837336206497153024, 'id_str': '837336206497153024', 'text': 'Dems select ticket for 2020.  A match made in Transylvania https://t.co/iKLJxPTdVx', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 837336201464000512, 'id_str': '837336201464000512', 'indices': [59, 82], 'media_url': 'http://pbs.twimg.com/media/C57Q1r3WMAAY4wP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C57Q1r3WMAAY4wP.jpg', 'url': 'https://t.co/iKLJxPTdVx', 'display_url': 'pic.twitter.com/iKLJxPTdVx', 'expanded_url': 'https://twitter.com/GovMikeHuckabee/status/837336206497153024/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 567, 'h': 484, 'resize': 'fit'}, 'small': {'w': 567, 'h': 484, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 567, 'h': 484, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 837336201464000512, 'id_str': '837336201464000512', 'indices': [59, 82], 'media_url': 'http://pbs.twimg.com/media/C57Q1r3WMAAY4wP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C57Q1r3WMAAY4wP.jpg', 'url': 'https://t.co/iKLJxPTdVx', 'display_url': 'pic.twitter.com/iKLJxPTdVx', 'expanded_url': 'https://twitter.com/GovMikeHuckabee/status/837336206497153024/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 567, 'h': 484, 'resize': 'fit'}, 'small': {'w': 567, 'h': 484, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 567, 'h': 484, 'resize': 'fit'}}}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 15416505, 'id_str': '15416505', 'name': 'Gov. Mike Huckabee', 'screen_name': 'GovMikeHuckabee', 'location': 'United States', 'description': 'Former AR Gov, Bass Guitarist', 'url': 'https://t.co/9LOB91I4tk', 'entities': {'url': {'urls': [{'url': 'https://t.co/9LOB91I4tk', 'expanded_url': 'http://www.mikehuckabee.com', 'display_url': 'mikehuckabee.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 601518, 'friends_count': 517, 'listed_count': 9269, 'created_at': 'Sun Jul 13 17:09:21 +0000 2008', 'favourites_count': 239, 'utc_offset': -21600, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': True, 'verified': True, 'statuses_count': 7002, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C5C5C5', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/670141901/55155ce3364de5bc528e6d3300634ef8.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/670141901/55155ce3364de5bc528e6d3300634ef8.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/797086726929817601/rwcW70Sn_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/797086726929817601/rwcW70Sn_normal.jpg', 'profile_link_color': '8A121C', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 575, 'favorite_count': 1711, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'retweet_count': 1, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': True, 'quoted_status_id': 837336206497153024, 'quoted_status_id_str': '837336206497153024', 'retweet_count': 1, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",none,Thu Mar 02 21:19:55 +0000 2017
837412172795871233,837412172795871233,,,RT @PF_Flyers: #TBT | The first all-star athlete endorsed sneaker-- Bob Cousy + All American. https://t.co/viDbjWFIvP,,762747211,"{'created_at': 'Thu Mar 02 21:19:55 +0000 2017', 'id': 837412172795871233, 'id_str': '837412172795871233', 'text': 'RT @PF_Flyers: #TBT | The first all-star athlete endorsed sneaker-- Bob Cousy + All American. https://t.co/viDbjWFIvP', 'truncated': False, 'entities': {'hashtags': [{'text': 'TBT', 'indices': [15, 19]}], 'symbols': [], 'user_mentions': [{'screen_name': 'PF_Flyers', 'name': 'PF Flyers', 'id': 200192914, 'id_str': '200192914', 'indices': [3, 13]}], 'urls': [], 'media': [{'id': 837410958670712832, 'id_str': '837410958670712832', 'indices': [94, 117], 'media_url': 'http://pbs.twimg.com/media/C58U1IKWUAAtbFO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C58U1IKWUAAtbFO.jpg', 'url': 'https://t.co/viDbjWFIvP', 'display_url': 'pic.twitter.com/viDbjWFIvP', 'expanded_url': 'https://twitter.com/PF_Flyers/status/837410961497722880/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 655, 'h': 815, 'resize': 'fit'}, 'small': {'w': 547, 'h': 680, 'resize': 'fit'}, 'large': {'w': 655, 'h': 815, 'resize': 'fit'}}, 'source_status_id': 837410961497722880, 'source_status_id_str': '837410961497722880', 'source_user_id': 200192914, 'source_user_id_str': '200192914'}]}, 'extended_entities': {'media': [{'id': 837410958670712832, 'id_str': '837410958670712832', 'indices': [94, 117], 'media_url': 'http://pbs.twimg.com/media/C58U1IKWUAAtbFO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C58U1IKWUAAtbFO.jpg', 'url': 'https://t.co/viDbjWFIvP', 'display_url': 'pic.twitter.com/viDbjWFIvP', 'expanded_url': 'https://twitter.com/PF_Flyers/status/837410961497722880/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 655, 'h': 815, 'resize': 'fit'}, 'small': {'w': 547, 'h': 680, 'resize': 'fit'}, 'large': {'w': 655, 'h': 815, 'resize': 'fit'}}, 'source_status_id': 837410961497722880, 'source_status_id_str': '837410961497722880', 'source_user_id': 200192914, 'source_user_id_str': '200192914'}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 762747211, 'id_str': '762747211', 'name': 'pat buechele', 'screen_name': 'patbuechele', 'location': '', 'description': ""PVI 16' Rowan 20'. sc: p_buechele"", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 616, 'friends_count': 592, 'listed_count': 2, 'created_at': 'Fri Aug 17 01:46:19 +0000 2012', 'favourites_count': 5615, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 13059, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/756320006753824769/fU5N4QmF_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/756320006753824769/fU5N4QmF_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/762747211/1474459093', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Thu Mar 02 21:15:06 +0000 2017', 'id': 837410961497722880, 'id_str': '837410961497722880', 'text': '#TBT | The first all-star athlete endorsed sneaker-- Bob Cousy + All American. https://t.co/viDbjWFIvP', 'truncated': False, 'entities': {'hashtags': [{'text': 'TBT', 'indices': [0, 4]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 837410958670712832, 'id_str': '837410958670712832', 'indices': [79, 102], 'media_url': 'http://pbs.twimg.com/media/C58U1IKWUAAtbFO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C58U1IKWUAAtbFO.jpg', 'url': 'https://t.co/viDbjWFIvP', 'display_url': 'pic.twitter.com/viDbjWFIvP', 'expanded_url': 'https://twitter.com/PF_Flyers/status/837410961497722880/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 655, 'h': 815, 'resize': 'fit'}, 'small': {'w': 547, 'h': 680, 'resize': 'fit'}, 'large': {'w': 655, 'h': 815, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 837410958670712832, 'id_str': '837410958670712832', 'indices': [79, 102], 'media_url': 'http://pbs.twimg.com/media/C58U1IKWUAAtbFO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C58U1IKWUAAtbFO.jpg', 'url': 'https://t.co/viDbjWFIvP', 'display_url': 'pic.twitter.com/viDbjWFIvP', 'expanded_url': 'https://twitter.com/PF_Flyers/status/837410961497722880/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 655, 'h': 815, 'resize': 'fit'}, 'small': {'w': 547, 'h': 680, 'resize': 'fit'}, 'large': {'w': 655, 'h': 815, 'resize': 'fit'}}}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 200192914, 'id_str': '200192914', 'name': 'PF Flyers', 'screen_name': 'PF_Flyers', 'location': 'Boston, MA', 'description': 'Official page for PF Flyers.         Uncommon American Style.', 'url': 'http://t.co/BV8Zirdha8', 'entities': {'url': {'urls': [{'url': 'http://t.co/BV8Zirdha8', 'expanded_url': 'http://www.pfflyers.com', 'display_url': 'pfflyers.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3250, 'friends_count': 324, 'listed_count': 36, 'created_at': 'Fri Oct 08 17:38:03 +0000 2010', 'favourites_count': 1773, 'utc_offset': -21600, 'time_zone': 'Central Time (US & Canada)', 'geo_enabled': True, 'verified': False, 'statuses_count': 1986, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/558702534206836737/E2hW5W-N.jpeg', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/558702534206836737/E2hW5W-N.jpeg', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/616244400012828672/DW-JlTNF_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/616244400012828672/DW-JlTNF_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/200192914/1487267490', 'profile_link_color': '187E3E', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",none,Thu Mar 02 21:19:55 +0000 2017
